source,election_id,state,place,reporting_level,jurisdiction,votes,votes_type,contest_start_date,contest_election_type,contest_result_type,contest_special,contest_office,contest_name,contest_primary_party,office_state,office_county,office_place,office_name,office_district,candidate_full_name,ballot_measure_full_name,ballot_measure_value,retention_full_name,retention_value
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 21,8,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 22,16,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 23,11,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 24,32,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 25,20,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 26,21,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 27,10,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 28,28,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 29,10,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 30,16,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 31,15,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 32,13,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 33,7,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 34,6,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 35,9,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 36,11,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 37,15,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 38,10,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 39,12,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 40,7,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 41,20,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 42,15,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 43,16,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 44,16,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 45,10,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 46,13,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 47,8,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 48,12,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 49,11,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 1 precinct 50,15,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,municipal_district,ward 2,770,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Jose Cerda III,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,municipal_district,ward 2,4795,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 1,62,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 2,2,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 3,73,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 4,101,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 5,67,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 6,39,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 7,161,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 8,98,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 9,94,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 10,16,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 11,31,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 12,44,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 13,49,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 14,149,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 15,24,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 16,73,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 17,94,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 18,64,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 19,74,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 20,120,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 21,146,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 22,106,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 23,65,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 24,63,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 25,37,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 26,167,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 27,125,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 28,17,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 29,27,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 30,34,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 31,151,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 32,49,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 33,77,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 34,143,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 35,38,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 36,70,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 37,64,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 38,111,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 39,75,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 40,141,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 41,63,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 42,40,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 43,83,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 44,93,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 45,103,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 46,165,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 47,99,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 48,96,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 49,63,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 50,25,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
20070227__il__municipal_general__precinct.json,il-chicago-2007-02-27-general,IL,Chicago,precinct,ward 2 precinct 51,101,,2007-02-27T00:00:00.000Z,general,certified,false,ObjectId(564ab25c11956859da245c94),,,IL,Cook,,County Clerk,,Diane Jones,,,,
